Nicolas Batum\batumni01;2018-19;30;CHO;75,0;3,7;72,0;31,4;3,4;7,5;1,8;3,5;1,5;4,0;1,0;1,2;5,2;3,3;0,9;0,6;1,6;1,9;9,3;0;0;0;0;0
Ricky Rubio\rubiori01;2018-19;28;UTA;68,0;3,7;67,0;27,9;4,3;10,7;3,2;7,0;1,2;3,7;2,9;3,4;3,6;6,1;1,3;0,1;2,6;2,6;12,7;0;0;0;0;0
Marvin Bagley\baglema01;2018-19;19;SAC;62,0;3,6;4,0;25,3;5,7;11,4;5,3;9,8;0,5;1,5;2,9;4,2;7,6;1,0;0,5;1,0;1,6;1,9;14,9;0;0;0;0;0
Harrison Barnes\barneha02;2018-19;26;TOT;77,0;3,6;77,0;32,9;5,6;13,3;3,3;7,6;2,3;5,7;3,0;3,6;4,7;1,5;0,6;0,2;1,3;1,6;16,4;0;0;0;0;0
Jeff Green\greenje02;2018-19;32;WAS;77,0;3,6;44,0;27,2;4,2;8,9;2,8;4,8;1,4;4,2;2,4;2,7;4,0;1,8;0,6;0,5;1,3;2,1;12,3;0;0;0;0;0
Landry Shamet\shamela01;2018-19;21;TOT;79,0;3,6;27,0;22,8;3,0;7,1;0,9;2,0;2,1;5,0;0,9;1,2;1,7;1,5;0,5;0,1;0,6;2,0;9,1;0;0;0;0;0
Derrick White\whitede01;2018-19;24;SAS;67,0;3,6;55,0;25,8;3,9;8,1;3,2;6,0;0,7;2,1;1,4;1,8;3,7;3,9;1,0;0,7;1,4;2,2;9,9;0;0;0;0;0
Devin Booker\bookede01;2018-19;22;PHO;64,0;3,5;64,0;35,0;9,2;19,6;7,0;13,1;2,1;6,5;6,1;7,1;4,1;6,8;0,9;0,2;4,1;3,1;26,6;0;0;0;0;0
Cory Joseph\josepco01;2018-19;27;IND;82,0;3,5;9,0;25,2;2,8;6,7;2,1;4,6;0,7;2,1;0,4;0,5;3,4;3,9;1,1;0,3;1,0;1,6;6,5;0;0;0;0;0
Maxi Kleber\klebima01;2018-19;27;DAL;71,0;3,5;18,0;21,2;2,5;5,4;1,4;2,4;1,1;3,1;0,8;1,0;4,6;1,0;0,5;1,1;0,8;2,0;6,8;0;0;0;0;0
Patty Mills\millspa02;2018-19;30;SAS;82,0;3,5;1,0;23,3;3,4;8,1;1,5;3,2;1,9;4,9;1,1;1,3;2,2;3,0;0,6;0,1;1,1;1,6;9,9;0;0;0;0;0
